,GAUL,Year,NDVI
96,12,2017,
97,12,2018,
98,12,2019,
99,12,2020,
100,13,2001,0.37459845445467965
101,13,2002,0.38699401623188984
102,13,2003,0.35725868835519875
103,13,2004,0.37144462613450185
104,13,2005,0.3739626497720077
105,13,2006,0.3709988650220832
106,13,2007,0.36926202577807593
107,13,2008,0.3714413924168794
108,13,2009,0.3793177596766794
109,13,2010,0.41034745112629417
110,13,2011,0.37177151848239737
111,13,2012,0.3713176646641006
112,13,2013,0.3846464661611826
113,13,2014,
114,13,2015,
115,13,2016,
116,13,2017,
117,13,2018,
118,13,2019,
119,13,2020,
120,17,2001,0.3788469599253815
121,17,2002,0.35601466931960696
122,17,2003,0.3587403398958353
123,17,2004,0.3655888694188912
124,17,2005,0.34734707555640637
125,17,2006,0.36072277294633165
126,17,2007,0.3571249225106421
127,17,2008,0.3574478609597354
128,17,2009,0.36013503882038345
129,17,2010,0.38873129366738635
130,17,2011,0.42330429581077555
131,17,2012,0.38499023284384354
132,17,2013,0.3596262594480635
133,17,2014,
134,17,2015,
135,17,2016,
136,17,2017,
137,17,2018,
138,17,2019,
139,17,2020,
140,18,2001,0.5991252156980914
141,18,2002,0.5952527428786084
142,18,2003,0.5727056683065429
143,18,2004,0.571934640321521
144,18,2005,0.589166458843735
145,18,2006,0.5859526899602068
146,18,2007,0.614533847324461
147,18,2008,0.6038853494887509
148,18,2009,0.5913069202283885
149,18,2010,0.5749223943856732
150,18,2011,0.6452615839629225
151,18,2012,0.599256472153487
152,18,2013,0.5814401523000295
153,18,2014,
154,18,2015,
155,18,2016,
156,18,2017,
157,18,2018,
158,18,2019,
159,18,2020,
160,19,2001,-0.24857466602463515
161,19,2002,-0.24994733427555585
162,19,2003,-0.26190086683480907
163,19,2004,-0.24489670585460743
164,19,2005,-0.25492180935110825
165,19,2006,-0.2463339500981864
166,19,2007,-0.25522922337332504
167,19,2008,-0.25605601718434917
168,19,2009,-0.2474315368700816
169,19,2010,-0.23344764785708091
170,19,2011,-0.2584462305833688
171,19,2012,-0.2567093425352205
172,19,2013,-0.24125815872156334
173,19,2014,
174,19,2015,
175,19,2016,
176,19,2017,
177,19,2018,
178,19,2019,
179,19,2020,
180,23,2001,0.5292831153043043
181,23,2002,0.5286259125150989
182,23,2003,0.5250578557891198
183,23,2004,0.5147973085886605
184,23,2005,0.5373676039972869
185,23,2006,0.5367615942910903
186,23,2007,0.525121417176133
187,23,2008,0.5287352508777025
188,23,2009,0.5312352490130338
189,23,2010,0.5374295181028715
190,23,2011,0.5526221781850266
191,23,2012,0.5423133100759626
192,23,2013,0.5500191675424515
193,23,2014,
194,23,2015,
195,23,2016,
196,23,2017,
197,23,2018,
198,23,2019,
199,23,2020,
200,24,2001,0.3712947400603192
201,24,2002,0.3813727746658884
202,24,2003,0.3764273894451216
203,24,2004,0.3875448947865178
204,24,2005,0.4022456099638545
205,24,2006,0.3771660099531496
206,24,2007,0.3894425316964334
207,24,2008,0.3877871849859771
208,24,2009,0.3859556374147793
209,24,2010,0.4193284108313066
210,24,2011,0.428814803545158
211,24,2012,0.4288461874985467
212,24,2013,0.4238529276445692
213,24,2014,
214,24,2015,
215,24,2016,
216,24,2017,
217,24,2018,
218,24,2019,
219,24,2020,
220,26,2001,0.5425327661156364
221,26,2002,0.5594995952536127
222,26,2003,0.5122170540222616
223,26,2004,0.5252437620296194
224,26,2005,0.5259590894207651
225,26,2006,0.521488939330136
226,26,2007,0.5386170871961403
227,26,2008,0.5514702930038712
228,26,2009,0.5165324333512683
229,26,2010,0.5237732807442718
230,26,2011,0.548317544887792
231,26,2012,0.5452689107056932
232,26,2013,0.5029193900353002
233,26,2014,
234,26,2015,
235,26,2016,
236,26,2017,
237,26,2018,
238,26,2019,
239,26,2020,
240,27,2001,0.6513933495848034
241,27,2002,0.6685652623370298
242,27,2003,0.6610512371941587
243,27,2004,0.6624151906622733
244,27,2005,0.6834014856487419
245,27,2006,0.6480886871608503
246,27,2007,0.6865953409785271
247,27,2008,0.6508397888665113
248,27,2009,0.6454135582161334
249,27,2010,0.601616486714907
250,27,2011,0.6853553245780836
251,27,2012,0.6712206676033791
252,27,2013,0.6358638053825302
253,27,2014,
254,27,2015,
255,27,2016,
256,27,2017,
257,27,2018,
258,27,2019,
259,27,2020,
260,28,2001,0.5802686822181099
261,28,2002,0.5826767839519189
262,28,2003,0.5865331548249579
263,28,2004,0.5934338966374789
264,28,2005,0.5842263708893198
265,28,2006,0.5805205383264577
266,28,2007,0.5919822311966847
267,28,2008,0.5755726030150892
268,28,2009,0.5962686837348833
269,28,2010,0.6089597817717932
270,28,2011,0.5719999556831109
271,28,2012,0.5863050543150453
272,28,2013,0.5659116446492894
273,28,2014,
274,28,2015,
275,28,2016,
276,28,2017,
277,28,2018,
278,28,2019,
279,28,2020,
280,29,2001,0.5151992502032773
281,29,2002,0.5316977665176609
282,29,2003,0.5316260418776391
283,29,2004,0.5189783817459142
284,29,2005,0.507387712478763
285,29,2006,0.5243362299306835
286,29,2007,0.5190449982183752
287,29,2008,0.5205794346386067
288,29,2009,0.5257203943086456
289,29,2010,0.5320925462032605
290,29,2011,0.5302651713492742
291,29,2012,0.5245025676644653
292,29,2013,0.519387031364582
293,29,2014,
294,29,2015,
295,29,2016,
296,29,2017,
297,29,2018,
298,29,2019,
299,29,2020,
300,33,2001,0.6095230024094972
301,33,2002,0.5969347701630716
302,33,2003,0.6142972354394879
303,33,2004,0.5932830963213683
304,33,2005,0.60134725594942
305,33,2006,0.6033731334704391
306,33,2007,0.595262242618355
307,33,2008,0.606781111285163
308,33,2009,0.6147626147860613
309,33,2010,0.5916641730771974
310,33,2011,0.6133050964437952
311,33,2012,0.6218958382849574
312,33,2013,0.6240450499315444
313,33,2014,
314,33,2015,
315,33,2016,
316,33,2017,
317,33,2018,
318,33,2019,
319,33,2020,
320,34,2001,0.6437885422398307
321,34,2002,0.6229884904265717
322,34,2003,0.6092295385994922
323,34,2004,0.6137476724201835
324,34,2005,0.6158275045344558
325,34,2006,0.6281359242818163
326,34,2007,0.6511076187672292
327,34,2008,0.642725962376211
328,34,2009,0.6187712573766219
329,34,2010,0.6256002291221655
330,34,2011,0.6626139319153892
331,34,2012,0.6205029747823397
332,34,2013,0.6364631696016918
333,34,2014,
334,34,2015,
335,34,2016,
336,34,2017,
337,34,2018,
338,34,2019,
339,34,2020,
340,35,2001,0.355428768930049
341,35,2002,0.30336782924263916
342,35,2003,0.2931454039852547
343,35,2004,0.3241227242963934
344,35,2005,0.3015929214085669
345,35,2006,0.3545750950973925
346,35,2007,0.3128230007091462
347,35,2008,0.3350490608322068
348,35,2009,0.33424413878817855
349,35,2010,0.34542221084447294
350,35,2011,0.3438936666774273
351,35,2012,0.3168638010253168
352,35,2013,0.29995714267281975
353,35,2014,
354,35,2015,
355,35,2016,
356,35,2017,
357,35,2018,
358,35,2019,
359,35,2020,
360,37,2001,0.6941429190309188
361,37,2002,0.6925079475914249
362,37,2003,0.6915762466478502
363,37,2004,0.6842323994480735
364,37,2005,0.6867738033550449
365,37,2006,0.6927622699643984
366,37,2007,0.678459425235557
367,37,2008,0.6890435183797856
368,37,2009,0.7062471014829598
369,37,2010,0.6959797438302232
370,37,2011,0.7109472750405131
371,37,2012,0.684950870696457
372,37,2013,0.6948160518420945
373,37,2014,
374,37,2015,
375,37,2016,
376,37,2017,
377,37,2018,
378,37,2019,
379,37,2020,
380,40,2001,0.7922974557841972
381,40,2002,0.8037715336316911
382,40,2003,0.7929585845141561
383,40,2004,0.7915577710420273
384,40,2005,0.7926706897897556
385,40,2006,0.7909817106154563
386,40,2007,0.7982118195336819
387,40,2008,0.8156876323478824
388,40,2009,0.8212251331977874
389,40,2010,0.8277936031754635
390,40,2011,0.7925693015138601
391,40,2012,0.8231560591631348
392,40,2013,0.7965200685179846
393,40,2014,
394,40,2015,
395,40,2016,
396,40,2017,
397,40,2018,
398,40,2019,
399,40,2020,
400,41,2001,0.5736157583041673
401,41,2002,0.5574617161500918
402,41,2003,0.5585101707723439
403,41,2004,0.5854560292640221
404,41,2005,0.5775975996079706
405,41,2006,0.5726474941731804
406,41,2007,0.6010419540246191
407,41,2008,0.5839520713156315
408,41,2009,0.589083236858038
409,41,2010,0.5967480060174065
410,41,2011,0.600089719943475
411,41,2012,0.5415963254139505
412,41,2013,0.5965334510867957
413,41,2014,
414,41,2015,
415,41,2016,
416,41,2017,
417,41,2018,
418,41,2019,
419,41,2020,
420,42,2001,0.3910338132915285
421,42,2002,0.3800487741678353
422,42,2003,0.39163554177000676
423,42,2004,0.3761802520229347
424,42,2005,0.36593482141955364
425,42,2006,0.37706255813476935
426,42,2007,0.37325155870205534
427,42,2008,0.3845830698171702
428,42,2009,0.3831722341181269
429,42,2010,0.38849894227328385
430,42,2011,0.376018553751648
431,42,2012,0.3851630427618253
432,42,2013,0.3892624132206266
433,42,2014,
434,42,2015,
435,42,2016,
436,42,2017,
437,42,2018,
438,42,2019,
439,42,2020,
440,47,2001,-0.6478531563950899
441,47,2002,-0.6497677464545196
442,47,2003,-0.6539917265264097
443,47,2004,-0.657234406701471
444,47,2005,-0.6610946637410399
445,47,2006,-0.6598489235272377
446,47,2007,-0.6618603469256199
447,47,2008,-0.6563236642804425
448,47,2009,-0.6535227008251624
449,47,2010,-0.6441480393402408
450,47,2011,-0.6424322435037951
451,47,2012,-0.6459572169713063
452,47,2013,-0.6442074692619696
453,47,2014,
454,47,2015,
455,47,2016,
456,47,2017,
457,47,2018,
458,47,2019,
459,47,2020,
460,44,2001,0.658060922254474
461,44,2002,0.6446467671869779
462,44,2003,0.657833474251195
463,44,2004,0.6449725989974548
464,44,2005,0.6217358128683529
465,44,2006,0.658250457758697
466,44,2007,0.6547745664688812
467,44,2008,0.655767903329722
468,44,2009,0.6661206399796299
469,44,2010,0.6499910446010175
470,44,2011,0.6478847403984923
471,44,2012,0.6559199395421144
472,44,2013,0.6418882705547906
473,44,2014,
474,44,2015,
475,44,2016,
476,44,2017,
477,44,2018,
478,44,2019,
479,44,2020,
480,45,2001,0.6178355192643332
481,45,2002,0.6304195936425964
482,45,2003,0.6200405175769125
483,45,2004,0.5990230969609083
484,45,2005,0.6197503898029117
485,45,2006,0.6298449234440354
486,45,2007,0.6227407476010588
487,45,2008,0.6246073629113901
488,45,2009,0.640445814425752
489,45,2010,0.628482343621668
490,45,2011,0.6311517752836531
491,45,2012,0.6194525052844285
492,45,2013,0.6329952902975583
493,45,2014,
494,45,2015,
495,45,2016,
496,45,2017,
497,45,2018,
498,45,2019,
499,45,2020,
500,49,2001,0.6884178979971417
501,49,2002,0.6868354765725231
502,49,2003,0.6775978393484214
503,49,2004,0.6656600542234078
504,49,2005,0.6724830178743577
505,49,2006,0.6866593753082739
506,49,2007,0.6815702544188652
507,49,2008,0.6815886642672156
508,49,2009,0.6865542896353644
509,49,2010,0.6749011320724033
510,49,2011,0.6827958062220106
511,49,2012,0.6755368417577975
512,49,2013,0.6892729921104457
513,49,2014,
514,49,2015,
515,49,2016,
516,49,2017,
517,49,2018,
518,49,2019,
519,49,2020,
520,50,2001,0.2329319866821428
521,50,2002,0.22785626094349132
522,50,2003,0.2254254634931896
523,50,2004,0.2184797895373647
524,50,2005,0.21736733748421574
525,50,2006,0.22058941553366992
526,50,2007,0.2216803951668992
527,50,2008,0.2236611927932202
528,50,2009,0.21834194745100044
529,50,2010,0.2271074827363221
530,50,2011,0.2286288216054099
531,50,2012,0.2357223145696411
532,50,2013,0.23167088395263813
533,50,2014,
534,50,2015,
535,50,2016,
536,50,2017,
537,50,2018,
538,50,2019,
539,50,2020,
540,33364,2001,0.4081567478826651
541,33364,2002,0.40205605053897137
542,33364,2003,0.41466070579633874
543,33364,2004,0.405111792221543
544,33364,2005,0.3866836729459833
545,33364,2006,0.40588213572000525
546,33364,2007,0.4090660053404478
547,33364,2008,0.41408358003242557
548,33364,2009,0.4032511627478034
549,33364,2010,0.4259835879782465
550,33364,2011,0.43689415777920876
551,33364,2012,0.38880597666926064
552,33364,2013,0.43860263945735706
553,33364,2014,
554,33364,2015,
555,33364,2016,
556,33364,2017,
557,33364,2018,
558,33364,2019,
559,33364,2020,
560,149,2001,0.402729169310381
561,149,2002,0.3736249983000259
562,149,2003,0.3839375013485551
563,149,2004,0.3788750000918905
564,149,2005,0.3725416650995612
565,149,2006,0.3886041669175029
566,149,2007,0.39962499619772035
567,149,2008,0.3864791650945942
568,149,2009,0.3589791685032348
569,149,2010,0.36333333142101765
570,149,2011,0.2933541665940235
571,149,2012,0.2629583324305713
572,149,2013,0.30225000289889675
573,149,2014,
574,149,2015,
575,149,2016,
576,149,2017,
577,149,2018,
578,149,2019,
579,149,2020,
580,57,2001,0.6635387937306544
581,57,2002,0.6709845343360655
582,57,2003,0.6504688636016275
583,57,2004,0.6599455658332878
584,57,2005,0.6610303532792767
585,57,2006,0.6713977333043962
586,57,2007,0.6549934434059798
587,57,2008,0.6646507750493365
588,57,2009,0.6729653573835449
589,57,2010,0.6560079501319652
590,57,2011,0.6849894638881224
591,57,2012,0.6673612539568671
592,57,2013,0.664255973738186
593,57,2014,
594,57,2015,
595,57,2016,
596,57,2017,
597,57,2018,
598,57,2019,
599,57,2020,
600,59,2001,0.6488816157415592
601,59,2002,0.6515504969340458
602,59,2003,0.6460821835505237
603,59,2004,0.622267809094356
604,59,2005,0.6497052463772228
605,59,2006,0.6563936615717633
606,59,2007,0.6496806814900274
607,59,2008,0.6574439510266447
608,59,2009,0.6600505409401111
609,59,2010,0.6448892295239204
610,59,2011,0.6363171698982629
611,59,2012,0.6376192439530849
612,59,2013,0.6582537322699701
613,59,2014,
614,59,2015,
615,59,2016,
616,59,2017,
617,59,2018,
618,59,2019,
619,59,2020,
620,61,2001,0.6310736753100171
621,61,2002,0.6248939788308273
622,61,2003,0.5927131743004
623,61,2004,0.6194802755800195
624,61,2005,0.6091111255635545
625,61,2006,0.6307250704730708
626,61,2007,0.630035038471135
627,61,2008,0.6285935726782741
628,61,2009,0.6328379730112508
629,61,2010,0.6014201179007808
630,61,2011,0.6084469473544699
631,61,2012,0.6302220653790315
632,61,2013,0.6112890629475839
633,61,2014,
634,61,2015,
635,61,2016,
636,61,2017,
637,61,2018,
638,61,2019,
639,61,2020,
640,66,2001,0.598894654597117
641,66,2002,0.6097791178283481
642,66,2003,0.6137531953061678
643,66,2004,0.5791290432267137
644,66,2005,0.5850766670974634
645,66,2006,0.6244614939981833
646,66,2007,0.5981021469548856
